netH,netCharge,molW,kyleD,a_a,c_c,d_d,e_e,f_f,g_g,h_h,i_i,k_k,l_l,m_m,n_n,p_p,q_q,r_r,s_s,t_t,v_v,w_w,y_y,tiny,small,large,aliphatic,aromatic,total_charged,negative_charged,positive_charged,polar,neutral,hydrophobic,label
20,2,2522.79,-0.171428571,0.095238095,0.095238095,0.047619048,0,0,0.047619048,0,0.047619048,0,0.095238095,0.047619048,0,0.047619048,0.047619048,0.142857143,0.095238095,0.142857143,0,0,0,0.523809524,0.285714286,0.142857143,0.142857143,0,0.19047619,0.047619048,0.142857143,0.238095238,0.428571429,0.285714286,non_antiviral_peptide
20,-4,3297.37,-1.552,0,0,0.12,0.08,0.12,0,0.08,0,0,0,0,0.04,0.24,0.08,0.04,0.08,0,0.04,0,0.04,0.2,0.56,0.2,0.04,0.24,0.32,0.2,0.12,0.36,0.44,0.16,non_antiviral_peptide
28,1,2699.73,-1.718181818,0,0,0.181818182,0,0,0.090909091,0,0.045454545,0.090909091,0,0,0.045454545,0.045454545,0,0.136363636,0.227272727,0,0.045454545,0,0.045454545,0.5,0.272727273,0.181818182,0.090909091,0.045454545,0.409090909,0.181818182,0.227272727,0.454545455,0.409090909,0.090909091,non_antiviral_peptide
41,6,4236.55,-0.967647059,0.088235294,0.058823529,0.029411765,0,0.029411765,0.176470588,0.029411765,0.029411765,0,0,0,0.029411765,0.029411765,0.029411765,0.205882353,0.088235294,0.058823529,0.029411765,0.058823529,0,0.5,0.176470588,0.294117647,0.058823529,0.117647059,0.264705882,0.029411765,0.235294118,0.294117647,0.470588235,0.205882353,non_antiviral_peptide
21,3,3388.79,-0.203571429,0.142857143,0,0,0,0,0.035714286,0,0.035714286,0.071428571,0.071428571,0,0.035714286,0.142857143,0.107142857,0.035714286,0.071428571,0.035714286,0.107142857,0.035714286,0.035714286,0.285714286,0.571428571,0.107142857,0.214285714,0.071428571,0.107142857,0,0.107142857,0.25,0.464285714,0.25,non_antiviral_peptide
19,3,3180.58,0.044444444,0.222222222,0,0,0.037037037,0,0.111111111,0.037037037,0,0.037037037,0.148148148,0.037037037,0,0.074074074,0,0.111111111,0.037037037,0.037037037,0.037037037,0.037037037,0,0.407407407,0.407407407,0.148148148,0.185185185,0.074074074,0.222222222,0.037037037,0.185185185,0.185185185,0.518518519,0.259259259,non_antiviral_peptide
16,-1,2431.55,-0.357142857,0.19047619,0,0.047619048,0.095238095,0,0.047619048,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0.095238095,0,0.095238095,0.095238095,0,0.095238095,0,0,0.380952381,0.476190476,0.095238095,0.19047619,0.047619048,0.285714286,0.142857143,0.142857143,0.285714286,0.476190476,0.19047619,non_antiviral_peptide
20,2,2885.28,-0.195454545,0.045454545,0.045454545,0,0.090909091,0.090909091,0.045454545,0,0.090909091,0.090909091,0,0.090909091,0.045454545,0,0,0.090909091,0.045454545,0.090909091,0.045454545,0,0.045454545,0.272727273,0.454545455,0.227272727,0.136363636,0.136363636,0.272727273,0.090909091,0.181818182,0.318181818,0.272727273,0.363636364,non_antiviral_peptide
10,1,1711.93,0.657142857,0,0.071428571,0,0,0.071428571,0.071428571,0,0,0,0.214285714,0,0,0,0.071428571,0.071428571,0.214285714,0,0.071428571,0.071428571,0,0.357142857,0.357142857,0.214285714,0.285714286,0.142857143,0.071428571,0,0.071428571,0.142857143,0.285714286,0.5,non_antiviral_peptide
26,2,3606.96,0.173333333,0.033333333,0.033333333,0.066666667,0,0,0.033333333,0,0.233333333,0.066666667,0,0,0.033333333,0.033333333,0.033333333,0.066666667,0.2,0.066666667,0.066666667,0,0,0.433333333,0.466666667,0.066666667,0.3,0,0.2,0.066666667,0.133333333,0.266666667,0.366666667,0.333333333,non_antiviral_peptide
6,-1,1647.89,0.715384615,0,0,0,0.076923077,0.076923077,0,0,0,0,0.230769231,0.076923077,0.076923077,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0.153846154,0.615384615,0.153846154,0.307692308,0.153846154,0.076923077,0.076923077,0,0.153846154,0.230769231,0.538461538,non_antiviral_peptide
17,0,2279.48,-0.327777778,0,0.055555556,0.055555556,0.055555556,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0.111111111,0.055555556,0.166666667,0,0.166666667,0,0.055555556,0.277777778,0.555555556,0.111111111,0.277777778,0.111111111,0.277777778,0.111111111,0.166666667,0.333333333,0.277777778,0.333333333,non_antiviral_peptide
28,2,3734.01,-0.635714286,0.035714286,0,0,0,0.035714286,0.035714286,0.035714286,0.035714286,0,0.071428571,0,0.071428571,0.071428571,0.107142857,0.071428571,0.107142857,0.035714286,0.071428571,0,0.178571429,0.214285714,0.464285714,0.285714286,0.178571429,0.25,0.107142857,0,0.107142857,0.25,0.5,0.214285714,non_antiviral_peptide
17,0,2534.77,-0.276190476,0.238095238,0.047619048,0,0.19047619,0.047619048,0.047619048,0,0,0.095238095,0.095238095,0,0,0,0,0.095238095,0,0.047619048,0.047619048,0,0,0.380952381,0.428571429,0.142857143,0.142857143,0.047619048,0.380952381,0.19047619,0.19047619,0.380952381,0.333333333,0.238095238,non_antiviral_peptide
17,3,1853,-1.553333333,0.066666667,0,0,0,0.066666667,0.066666667,0,0,0.066666667,0,0,0.066666667,0.2,0.066666667,0.133333333,0.066666667,0.066666667,0,0,0.066666667,0.266666667,0.4,0.266666667,0,0.133333333,0.2,0,0.2,0.333333333,0.533333333,0.066666667,non_antiviral_peptide
18,-2,3907.23,0.321875,0.09375,0.03125,0.03125,0.09375,0.09375,0.09375,0.03125,0.03125,0.03125,0.0625,0.03125,0,0,0,0.03125,0.09375,0.09375,0.09375,0,0.03125,0.4375,0.375,0.15625,0.1875,0.15625,0.21875,0.125,0.09375,0.1875,0.4375,0.34375,non_antiviral_peptide
19,3,2873.21,-0.158333333,0.083333333,0,0.041666667,0.041666667,0.083333333,0.125,0,0,0.125,0.125,0,0,0.041666667,0,0.083333333,0.083333333,0.041666667,0.083333333,0,0,0.375,0.416666667,0.166666667,0.208333333,0.083333333,0.291666667,0.083333333,0.208333333,0.291666667,0.375,0.291666667,non_antiviral_peptide
17,2,3068.43,-0.123076923,0.038461538,0.076923077,0,0.038461538,0.038461538,0.115384615,0.038461538,0,0.038461538,0.076923077,0,0,0.153846154,0.038461538,0.076923077,0.076923077,0.038461538,0.115384615,0,0,0.346153846,0.5,0.115384615,0.192307692,0.076923077,0.192307692,0.038461538,0.153846154,0.192307692,0.461538462,0.307692308,non_antiviral_peptide
10,2,2117.47,0.166666667,0.055555556,0,0,0,0,0,0,0.055555556,0.111111111,0.222222222,0,0.055555556,0.222222222,0.055555556,0,0.055555556,0.055555556,0.055555556,0,0,0.166666667,0.777777778,0,0.333333333,0,0.111111111,0,0.111111111,0.222222222,0.388888889,0.333333333,non_antiviral_peptide
20,1,4398.95,0.080555556,0.083333333,0.027777778,0.027777778,0.055555556,0.055555556,0.083333333,0.027777778,0,0.083333333,0.111111111,0.027777778,0.027777778,0.111111111,0,0.027777778,0.027777778,0.055555556,0.111111111,0,0.027777778,0.305555556,0.555555556,0.111111111,0.222222222,0.111111111,0.222222222,0.083333333,0.138888889,0.222222222,0.416666667,0.333333333,non_antiviral_peptide
12,1,1327.4,-1.525,0,0,0,0.166666667,0,0.25,0,0,0.166666667,0.083333333,0,0,0,0,0.083333333,0.166666667,0,0,0,0,0.416666667,0.416666667,0.083333333,0.083333333,0,0.416666667,0.166666667,0.25,0.416666667,0.416666667,0.083333333,non_antiviral_peptide
18,1,1771.94,-1.614285714,0,0.071428571,0.071428571,0.071428571,0,0.071428571,0,0,0.071428571,0,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0.357142857,0.428571429,0.142857143,0,0,0.357142857,0.142857143,0.214285714,0.5,0.214285714,0.214285714,non_antiviral_peptide
7,-1,1625.81,0.307142857,0.071428571,0.071428571,0.142857143,0,0,0,0,0.142857143,0,0.071428571,0,0,0.214285714,0,0.071428571,0,0.071428571,0.071428571,0,0,0.357142857,0.5,0.071428571,0.285714286,0,0.214285714,0.142857143,0.071428571,0.214285714,0.357142857,0.357142857,non_antiviral_peptide
8,1,1562.78,0.364285714,0,0,0,0,0,0.214285714,0.071428571,0,0,0.214285714,0,0,0.071428571,0.071428571,0.071428571,0,0.071428571,0.142857143,0,0,0.285714286,0.571428571,0.071428571,0.357142857,0.071428571,0.142857143,0,0.142857143,0.142857143,0.428571429,0.357142857,non_antiviral_peptide
21,4,4349.01,0.088571429,0.028571429,0.028571429,0,0,0.028571429,0.228571429,0,0.028571429,0,0.2,0,0,0.171428571,0,0.114285714,0,0.028571429,0,0.114285714,0,0.314285714,0.4,0.257142857,0.228571429,0.142857143,0.114285714,0,0.114285714,0.114285714,0.457142857,0.4,non_antiviral_peptide
43,4,4323.51,-1.217142857,0.085714286,0,0.057142857,0.028571429,0.057142857,0.142857143,0.028571429,0.057142857,0,0,0,0.028571429,0.057142857,0.028571429,0.2,0.085714286,0.114285714,0,0,0,0.485714286,0.228571429,0.257142857,0.057142857,0.085714286,0.314285714,0.085714286,0.228571429,0.342857143,0.514285714,0.114285714,non_antiviral_peptide
19,-3,3432.81,0.011111111,0.074074074,0,0.037037037,0.185185185,0,0,0.037037037,0.222222222,0.074074074,0.037037037,0,0.074074074,0.074074074,0,0.037037037,0,0,0.111111111,0,0,0.111111111,0.814814815,0.037037037,0.37037037,0.037037037,0.37037037,0.222222222,0.148148148,0.407407407,0.185185185,0.37037037,non_antiviral_peptide
18,0,2511.64,-0.571428571,0.047619048,0,0.047619048,0,0.047619048,0.095238095,0,0,0,0.047619048,0.047619048,0,0.047619048,0.142857143,0.047619048,0.238095238,0.047619048,0.047619048,0.047619048,0,0.476190476,0.333333333,0.142857143,0.095238095,0.095238095,0.095238095,0.047619048,0.047619048,0.238095238,0.476190476,0.238095238,non_antiviral_peptide
20,-4,3456.6,-1.142857143,0.035714286,0.035714286,0.071428571,0.107142857,0.035714286,0.071428571,0,0,0.035714286,0.107142857,0,0.071428571,0.178571429,0.107142857,0,0.035714286,0.035714286,0,0,0.035714286,0.285714286,0.607142857,0.071428571,0.107142857,0.071428571,0.214285714,0.178571429,0.035714286,0.392857143,0.392857143,0.178571429,non_antiviral_peptide
23,3,2970.35,-0.225,0.125,0,0,0.041666667,0,0,0.041666667,0,0.041666667,0.125,0.041666667,0,0.083333333,0.083333333,0.125,0.125,0,0.125,0,0,0.25,0.583333333,0.125,0.25,0.041666667,0.25,0.041666667,0.208333333,0.291666667,0.375,0.291666667,non_antiviral_peptide
18,0,3676.11,-0.290322581,0.064516129,0,0,0.096774194,0,0.161290323,0,0.032258065,0.096774194,0.161290323,0.032258065,0.032258065,0.096774194,0.064516129,0,0,0.064516129,0.032258065,0,0.032258065,0.290322581,0.64516129,0.032258065,0.225806452,0.032258065,0.193548387,0.096774194,0.096774194,0.290322581,0.419354839,0.258064516,non_antiviral_peptide
11,-2,1817.89,-0.764285714,0,0,0.214285714,0,0.071428571,0,0,0.071428571,0,0,0,0,0.142857143,0,0.071428571,0,0.142857143,0.071428571,0,0.142857143,0.357142857,0.285714286,0.285714286,0.142857143,0.214285714,0.285714286,0.214285714,0.071428571,0.285714286,0.428571429,0.214285714,non_antiviral_peptide
16,0,3083.32,-0.595652174,0.043478261,0,0,0.043478261,0,0,0.086956522,0.043478261,0.043478261,0.043478261,0,0.043478261,0.130434783,0,0,0.086956522,0.043478261,0.086956522,0,0.260869565,0.173913043,0.52173913,0.260869565,0.173913043,0.347826087,0.173913043,0.043478261,0.130434783,0.130434783,0.652173913,0.173913043,non_antiviral_peptide
29,-1,5142.55,-0.107692308,0.051282051,0.102564103,0.076923077,0.025641026,0.051282051,0.051282051,0.025641026,0.051282051,0.025641026,0.076923077,0,0,0.025641026,0.025641026,0.051282051,0.102564103,0.051282051,0.025641026,0.025641026,0.128205128,0.435897436,0.282051282,0.256410256,0.153846154,0.230769231,0.205128205,0.102564103,0.102564103,0.205128205,0.435897436,0.333333333,non_antiviral_peptide
21,-1,3764.23,-0.513793103,0.103448276,0,0,0.206896552,0.034482759,0,0.034482759,0.068965517,0.137931034,0,0.034482759,0,0.103448276,0,0.034482759,0.034482759,0,0.137931034,0.034482759,0,0.137931034,0.724137931,0.103448276,0.206896552,0.103448276,0.413793103,0.206896552,0.206896552,0.379310345,0.275862069,0.310344828,non_antiviral_peptide
34,-2,4905.15,-0.731578947,0,0,0.052631579,0.078947368,0.078947368,0,0.078947368,0.052631579,0.026315789,0.078947368,0,0.026315789,0.078947368,0.026315789,0.052631579,0.157894737,0.157894737,0.026315789,0,0,0.368421053,0.473684211,0.131578947,0.157894737,0.157894737,0.289473684,0.131578947,0.157894737,0.263157895,0.473684211,0.236842105,non_antiviral_peptide
13,-1,2746.89,-0.554166667,0.083333333,0.041666667,0.041666667,0.041666667,0.041666667,0.125,0,0,0.041666667,0.083333333,0,0.041666667,0.166666667,0.041666667,0,0.083333333,0.083333333,0,0,0.041666667,0.458333333,0.416666667,0.083333333,0.083333333,0.083333333,0.125,0.083333333,0.041666667,0.208333333,0.583333333,0.166666667,non_antiviral_peptide
26,1,3248.57,-0.88,0.12,0.04,0.08,0.08,0,0,0.04,0.04,0.12,0.12,0.04,0.04,0,0.04,0.08,0.04,0.04,0,0,0.04,0.32,0.52,0.12,0.16,0.08,0.4,0.16,0.24,0.44,0.28,0.24,non_antiviral_peptide
8,0,1580.76,0.392857143,0.214285714,0,0,0.071428571,0,0,0,0,0,0.214285714,0,0,0.142857143,0.071428571,0.071428571,0.071428571,0,0.071428571,0,0,0.285714286,0.571428571,0.071428571,0.285714286,0,0.142857143,0.071428571,0.071428571,0.214285714,0.428571429,0.285714286,non_antiviral_peptide
19,2,4083.72,0.846875,0.03125,0,0,0.03125,0.03125,0.09375,0.03125,0.03125,0.03125,0.28125,0,0,0.03125,0,0.0625,0.03125,0.09375,0.09375,0.03125,0.0625,0.25,0.53125,0.1875,0.40625,0.15625,0.15625,0.03125,0.125,0.125,0.375,0.46875,non_antiviral_peptide
15,0,1817.94,-1.366666667,0.066666667,0,0.066666667,0.133333333,0,0,0,0.066666667,0.133333333,0,0,0.066666667,0.133333333,0,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.266666667,0.6,0.066666667,0.133333333,0,0.4,0.2,0.2,0.466666667,0.333333333,0.133333333,non_antiviral_peptide
14,2,3587.19,0.94,0,0.066666667,0,0,0.033333333,0.166666667,0,0.1,0.033333333,0.166666667,0.066666667,0.033333333,0.033333333,0,0.033333333,0.066666667,0.1,0.033333333,0.033333333,0,0.4,0.466666667,0.1,0.3,0.066666667,0.066666667,0,0.066666667,0.1,0.366666667,0.5,non_antiviral_peptide
40,1,4799.28,-0.748648649,0.054054054,0.054054054,0.027027027,0.135135135,0.027027027,0.054054054,0,0.027027027,0.054054054,0.081081081,0.054054054,0.054054054,0.027027027,0.027027027,0.135135135,0.054054054,0.054054054,0.054054054,0,0,0.297297297,0.513513514,0.162162162,0.162162162,0.027027027,0.351351351,0.162162162,0.189189189,0.432432432,0.243243243,0.297297297,non_antiviral_peptide
14,-1,2115.2,-0.222222222,0.111111111,0.055555556,0,0.111111111,0,0,0,0,0,0.111111111,0,0,0.055555556,0.055555556,0.055555556,0.277777778,0,0.055555556,0,0.055555556,0.444444444,0.388888889,0.111111111,0.166666667,0.055555556,0.166666667,0.111111111,0.055555556,0.222222222,0.5,0.222222222,non_antiviral_peptide
39,5,4510.08,-0.594117647,0.029411765,0.029411765,0.029411765,0.058823529,0.029411765,0.058823529,0,0.088235294,0.088235294,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.147058824,0.117647059,0,0.088235294,0.058823529,0,0.264705882,0.470588235,0.235294118,0.205882353,0.088235294,0.323529412,0.088235294,0.235294118,0.382352941,0.235294118,0.352941176,non_antiviral_peptide
11,1,3382.83,1.264516129,0.161290323,0.032258065,0.032258065,0,0.032258065,0.193548387,0,0.129032258,0.032258065,0.064516129,0.032258065,0.032258065,0,0,0.032258065,0.064516129,0,0.129032258,0,0,0.483870968,0.419354839,0.064516129,0.322580645,0.032258065,0.096774194,0.032258065,0.064516129,0.129032258,0.419354839,0.419354839,non_antiviral_peptide
29,6,3648.23,-0.582142857,0.035714286,0.035714286,0.035714286,0.035714286,0,0.071428571,0.035714286,0.071428571,0.214285714,0.035714286,0,0.035714286,0,0,0.071428571,0.035714286,0.035714286,0.142857143,0.071428571,0,0.25,0.571428571,0.142857143,0.25,0.107142857,0.392857143,0.071428571,0.321428571,0.392857143,0.214285714,0.357142857,non_antiviral_peptide
14,-3,2549.65,0.027272727,0.090909091,0.045454545,0.045454545,0.090909091,0,0.045454545,0.045454545,0.045454545,0,0.136363636,0,0.045454545,0,0.045454545,0,0.136363636,0.136363636,0.045454545,0,0,0.5,0.454545455,0,0.227272727,0.045454545,0.181818182,0.136363636,0.045454545,0.227272727,0.454545455,0.272727273,non_antiviral_peptide
21,1,3026.3,-0.268,0.16,0,0.08,0,0,0,0,0.08,0.08,0.04,0,0.08,0.08,0.08,0.04,0.04,0.04,0.12,0,0.04,0.32,0.56,0.08,0.24,0.04,0.2,0.08,0.12,0.36,0.36,0.24,non_antiviral_peptide
30,4,4323.9,-8.49E-17,0.058823529,0.058823529,0.058823529,0,0.029411765,0.088235294,0.029411765,0.088235294,0.088235294,0,0.029411765,0.029411765,0,0.029411765,0.088235294,0.088235294,0,0.147058824,0.058823529,0,0.352941176,0.441176471,0.176470588,0.235294118,0.117647059,0.264705882,0.058823529,0.205882353,0.294117647,0.264705882,0.411764706,non_antiviral_peptide
18,3,4510.29,0.722222222,0.083333333,0,0,0.027777778,0.055555556,0.055555556,0,0.027777778,0.083333333,0.194444444,0.027777778,0,0.111111111,0.027777778,0.027777778,0.027777778,0.055555556,0.111111111,0.027777778,0.027777778,0.222222222,0.611111111,0.138888889,0.333333333,0.111111111,0.138888889,0.027777778,0.111111111,0.166666667,0.361111111,0.444444444,non_antiviral_peptide
26,2,4749.4,0.015789474,0.131578947,0.026315789,0,0.105263158,0.026315789,0.026315789,0.026315789,0.078947368,0.131578947,0.052631579,0,0.026315789,0.078947368,0.026315789,0.026315789,0.026315789,0.026315789,0.131578947,0.026315789,0,0.236842105,0.657894737,0.078947368,0.263157895,0.078947368,0.289473684,0.105263158,0.184210526,0.315789474,0.315789474,0.342105263,non_antiviral_peptide
1,0,1530.78,1.685714286,0.214285714,0.142857143,0,0,0.071428571,0.071428571,0.071428571,0,0,0.214285714,0,0,0.071428571,0,0,0,0,0.071428571,0,0,0.428571429,0.428571429,0.071428571,0.285714286,0.142857143,0.071428571,0,0.071428571,0,0.428571429,0.5,non_antiviral_peptide
25,-1,3416.7,-0.277777778,0.111111111,0,0.074074074,0.074074074,0,0.037037037,0.037037037,0.111111111,0.037037037,0.074074074,0,0.037037037,0,0.111111111,0.074074074,0.037037037,0,0.111111111,0,0.037037037,0.259259259,0.592592593,0.111111111,0.296296296,0.074074074,0.296296296,0.148148148,0.148148148,0.407407407,0.259259259,0.296296296,non_antiviral_peptide
9,1,1620.84,0.835714286,0.071428571,0,0.071428571,0,0.071428571,0.071428571,0,0.071428571,0.071428571,0.071428571,0,0,0,0,0.071428571,0.071428571,0.071428571,0.214285714,0,0,0.357142857,0.428571429,0.142857143,0.357142857,0.071428571,0.214285714,0.071428571,0.142857143,0.214285714,0.285714286,0.428571429,non_antiviral_peptide
21,-1,2892.1,-0.936363636,0,0.045454545,0.090909091,0.090909091,0.090909091,0.045454545,0,0.090909091,0.090909091,0.045454545,0,0.090909091,0.045454545,0.045454545,0.045454545,0,0.090909091,0,0,0.045454545,0.272727273,0.5,0.181818182,0.136363636,0.136363636,0.318181818,0.181818182,0.136363636,0.454545455,0.227272727,0.272727273,non_antiviral_peptide
30,-1,3564.82,-0.953571429,0.035714286,0,0.107142857,0.107142857,0.035714286,0.142857143,0,0.107142857,0.035714286,0.071428571,0,0,0.035714286,0.107142857,0.142857143,0,0,0.035714286,0,0,0.285714286,0.5,0.178571429,0.214285714,0.035714286,0.392857143,0.214285714,0.178571429,0.5,0.214285714,0.25,non_antiviral_peptide
23,0,4148.53,0.547058824,0.117647059,0.029411765,0.058823529,0,0.058823529,0,0,0.058823529,0,0.088235294,0.029411765,0.058823529,0.058823529,0.029411765,0.058823529,0.176470588,0,0.117647059,0,0.029411765,0.382352941,0.441176471,0.147058824,0.264705882,0.088235294,0.117647059,0.058823529,0.058823529,0.205882353,0.382352941,0.382352941,non_antiviral_peptide
27,0,4824.38,-0.089473684,0.052631579,0,0.052631579,0.026315789,0,0.052631579,0.026315789,0.105263158,0.078947368,0.052631579,0.052631579,0,0.026315789,0.052631579,0,0.078947368,0.184210526,0.052631579,0.078947368,0,0.421052632,0.473684211,0.078947368,0.210526316,0.105263158,0.184210526,0.078947368,0.105263158,0.210526316,0.421052632,0.342105263,non_antiviral_peptide
11,0,1466.6,-0.772727273,0,0,0.090909091,0.090909091,0.181818182,0,0.090909091,0,0.090909091,0.090909091,0,0.090909091,0,0,0.090909091,0,0,0.090909091,0,0,0.090909091,0.545454545,0.272727273,0.181818182,0.272727273,0.454545455,0.181818182,0.272727273,0.454545455,0.090909091,0.363636364,non_antiviral_peptide
8,-1,2677.1,1.518181818,0.136363636,0,0,0.045454545,0.090909091,0,0,0.090909091,0,0.181818182,0.045454545,0.090909091,0.045454545,0.045454545,0,0,0.045454545,0.136363636,0,0,0.181818182,0.681818182,0.090909091,0.409090909,0.090909091,0.045454545,0.045454545,0,0.181818182,0.227272727,0.545454545,non_antiviral_peptide
28,5,2265.46,-1.105555556,0.166666667,0.055555556,0,0,0.055555556,0.055555556,0,0,0,0,0,0.111111111,0,0.055555556,0.277777778,0,0.111111111,0.055555556,0,0,0.388888889,0.222222222,0.333333333,0.055555556,0.055555556,0.277777778,0,0.277777778,0.444444444,0.333333333,0.166666667,non_antiviral_peptide
13,0,2917.27,0.556,0.08,0,0.04,0.08,0.08,0.2,0,0.08,0.08,0.12,0,0.04,0,0,0.04,0,0,0.12,0,0,0.32,0.52,0.12,0.32,0.08,0.24,0.12,0.12,0.28,0.28,0.4,non_antiviral_peptide
13,-1,2027.11,-0.129411765,0.117647059,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0.058823529,0,0.058823529,0,0.058823529,0,0,0.058823529,0.176470588,0.058823529,0,0.058823529,0,0.529411765,0.235294118,0.176470588,0.117647059,0.117647059,0.176470588,0.117647059,0.058823529,0.235294118,0.411764706,0.294117647,non_antiviral_peptide
15,2,2010.27,0.05625,0.0625,0,0,0,0.0625,0.0625,0,0.0625,0,0.0625,0,0,0.0625,0.125,0.125,0.0625,0.0625,0.125,0.0625,0,0.25,0.4375,0.25,0.25,0.125,0.125,0,0.125,0.25,0.3125,0.375,non_antiviral_peptide
17,3,2111.36,-0.383333333,0,0.055555556,0,0,0,0.111111111,0,0,0,0.166666667,0,0,0.166666667,0.055555556,0.166666667,0.166666667,0,0.055555556,0,0,0.333333333,0.444444444,0.166666667,0.222222222,0,0.166666667,0,0.166666667,0.222222222,0.444444444,0.277777778,non_antiviral_peptide
24,-3,4237.64,-0.060606061,0.060606061,0.03030303,0.03030303,0.121212121,0.090909091,0.03030303,0,0.060606061,0.03030303,0.121212121,0,0.03030303,0.060606061,0.121212121,0.03030303,0,0.090909091,0.060606061,0,0,0.242424242,0.606060606,0.121212121,0.242424242,0.090909091,0.212121212,0.151515152,0.060606061,0.363636364,0.242424242,0.363636364,non_antiviral_peptide
18,-1,3569.91,-0.131034483,0.068965517,0,0.034482759,0.068965517,0.068965517,0.103448276,0.034482759,0,0,0.068965517,0.034482759,0.068965517,0.137931034,0,0.068965517,0,0.034482759,0.137931034,0,0.034482759,0.24137931,0.551724138,0.172413793,0.206896552,0.137931034,0.206896552,0.103448276,0.103448276,0.24137931,0.413793103,0.310344828,non_antiviral_peptide
1,0,764.9,1.842857143,0,0,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0,0.142857143,0.571428571,0.142857143,0.428571429,0.142857143,0,0,0,0,0.285714286,0.571428571,non_antiviral_peptide
27,-1,4837.17,-0.15,0.1,0,0.025,0.025,0.05,0.05,0.025,0.025,0,0.1,0,0.05,0.125,0.1,0.025,0.1,0.075,0.075,0,0.025,0.35,0.525,0.1,0.2,0.1,0.1,0.05,0.05,0.225,0.5,0.25,non_antiviral_peptide
15,0,1835.02,-1.35,0,0,0,0.214285714,0.071428571,0,0,0,0.142857143,0.142857143,0,0,0.071428571,0.071428571,0.071428571,0,0.142857143,0,0,0,0.142857143,0.642857143,0.142857143,0.142857143,0.071428571,0.428571429,0.214285714,0.214285714,0.5,0.214285714,0.214285714,non_antiviral_peptide
20,3,2241.48,-0.742105263,0.052631579,0.210526316,0,0.052631579,0,0.157894737,0,0,0,0,0,0.052631579,0.105263158,0,0.210526316,0,0.052631579,0.052631579,0,0,0.473684211,0.263157895,0.210526316,0.052631579,0,0.263157895,0.052631579,0.210526316,0.315789474,0.368421053,0.263157895,non_antiviral_peptide
22,1,2889.19,-0.822727273,0.045454545,0.045454545,0,0.090909091,0.045454545,0,0.045454545,0,0.045454545,0.045454545,0.045454545,0.090909091,0.090909091,0.045454545,0.090909091,0.090909091,0,0.090909091,0.045454545,0,0.181818182,0.590909091,0.181818182,0.136363636,0.136363636,0.272727273,0.090909091,0.181818182,0.363636364,0.272727273,0.318181818,non_antiviral_peptide
12,1,2065.3,0.152941176,0.117647059,0,0,0.058823529,0.058823529,0.117647059,0.058823529,0,0,0.117647059,0,0,0.058823529,0,0.117647059,0.058823529,0,0.117647059,0.058823529,0,0.294117647,0.411764706,0.235294118,0.235294118,0.176470588,0.235294118,0.058823529,0.176470588,0.176470588,0.411764706,0.352941176,non_antiviral_peptide
6,-1,2894.19,0.929166667,0.083333333,0.041666667,0.041666667,0,0.166666667,0.208333333,0,0.041666667,0,0.041666667,0,0,0.041666667,0,0,0.041666667,0.041666667,0.083333333,0.083333333,0.041666667,0.458333333,0.208333333,0.291666667,0.166666667,0.291666667,0.041666667,0.041666667,0,0.041666667,0.458333333,0.458333333,non_antiviral_peptide
37,2,4437.58,-1.05,0.105263158,0,0,0.078947368,0,0.157894737,0.026315789,0,0,0.026315789,0,0,0.105263158,0.052631579,0.131578947,0.210526316,0,0.052631579,0.026315789,0,0.473684211,0.342105263,0.157894737,0.078947368,0.052631579,0.236842105,0.078947368,0.157894737,0.263157895,0.605263158,0.105263158,non_antiviral_peptide
45,3,5127.74,-0.541025641,0.076923077,0,0.025641026,0.102564103,0,0.051282051,0,0.025641026,0.025641026,0.128205128,0.025641026,0.025641026,0.051282051,0.076923077,0.179487179,0,0.025641026,0.128205128,0,0.025641026,0.179487179,0.58974359,0.205128205,0.282051282,0.025641026,0.333333333,0.128205128,0.205128205,0.435897436,0.230769231,0.307692308,non_antiviral_peptide
30,-2,4179.51,-0.493939394,0.181818182,0,0.060606061,0.121212121,0,0,0,0,0.03030303,0.151515152,0.060606061,0.03030303,0.03030303,0.060606061,0.090909091,0.060606061,0.03030303,0.03030303,0,0.03030303,0.333333333,0.515151515,0.121212121,0.181818182,0.03030303,0.303030303,0.181818182,0.121212121,0.393939394,0.333333333,0.242424242,non_antiviral_peptide
16,1,2315.49,-0.8,0.105263158,0,0.052631579,0.052631579,0,0.052631579,0.105263158,0.052631579,0.105263158,0.052631579,0,0,0.052631579,0,0.052631579,0.105263158,0.052631579,0.052631579,0,0.052631579,0.368421053,0.473684211,0.105263158,0.157894737,0.157894737,0.368421053,0.105263158,0.263157895,0.263157895,0.526315789,0.157894737,non_antiviral_peptide
